user_id,event_date,event_type,session_duration
983,2023-07-22,video_pause,93
983,2024-05-06,profile_view,83
983,2023-11-20,video_start,70
983,2023-07-30,video_pause,86
983,2023-12-19,search,78
983,2023-12-11,video_start,42
983,2023-08-07,video_pause,101
983,2023-09-09,video_pause,75
983,2023-12-05,profile_view,2
984,2024-07-20,video_start,32
984,2024-07-25,ad_view,54
984,2024-07-16,video_pause,60
984,2024-06-26,search,10
984,2024-06-26,ad_view,6
984,2024-06-27,video_start,63
984,2024-07-21,video_start,120
984,2024-07-15,ad_view,32
984,2024-07-10,video_pause,72
984,2024-07-24,video_start,60
984,2024-07-11,ad_view,1
984,2024-07-13,ad_view,61
984,2024-07-14,search,47
984,2024-07-17,video_pause,10
985,2023-12-06,ad_view,42
985,2024-06-20,video_start,54
985,2023-11-04,video_pause,96
985,2023-10-06,video_pause,67
986,2024-04-24,search,109
986,2024-06-21,video_start,6
986,2024-07-24,search,33
986,2024-03-21,search,71
986,2024-03-30,search,94
986,2024-05-24,search,119
986,2024-03-19,search,106
986,2024-04-11,video_pause,7
986,2024-06-15,ad_view,89
986,2024-05-22,search,107
986,2024-07-13,search,106
986,2024-03-19,search,41
986,2024-07-14,ad_view,13
986,2024-04-14,video_start,5
986,2024-04-16,video_pause,22
986,2024-02-29,search,38
986,2024-06-05,video_pause,3
986,2024-06-10,search,63
987,2024-04-25,video_pause,54
987,2024-06-06,video_start,76
987,2024-04-28,ad_view,92
987,2023-12-11,video_start,24
987,2024-06-26,video_pause,77
987,2024-03-02,video_pause,93
988,2024-05-14,video_complete,56
988,2024-06-22,profile_view,112
988,2024-06-02,profile_view,7
988,2024-06-12,video_start,45
988,2024-05-27,video_complete,22
988,2024-07-08,video_pause,83
988,2024-07-20,video_start,90
988,2024-07-09,search,23
988,2024-06-06,video_pause,60
988,2024-07-20,video_complete,55
988,2024-06-12,search,68
988,2024-05-27,video_complete,29
988,2024-05-16,video_pause,89
988,2024-06-11,video_complete,108
988,2024-06-24,video_complete,55
988,2024-05-20,video_start,9
988,2024-05-25,profile_view,82
988,2024-05-27,video_complete,118
988,2024-06-14,video_start,62
988,2024-06-10,profile_view,68
988,2024-07-24,video_start,120
988,2024-05-23,video_complete,22
988,2024-05-25,video_complete,34
988,2024-06-08,search,45
988,2024-05-30,video_start,8
988,2024-05-23,video_start,57
988,2024-06-17,video_pause,23
988,2024-05-20,video_pause,91
988,2024-05-20,video_start,76
988,2024-05-24,video_start,78
988,2024-07-12,video_start,42
988,2024-07-17,video_start,66
988,2024-06-30,video_start,11
988,2024-05-22,video_pause,3
988,2024-06-21,video_start,22
988,2024-06-03,video_pause,8
988,2024-05-23,video_start,22
989,2024-06-09,video_pause,8
989,2023-09-03,search,60
989,2023-04-12,video_complete,73
989,2023-04-26,profile_view,63
989,2023-11-08,profile_view,2
989,2024-05-23,profile_view,76
989,2023-06-05,video_pause,78
989,2023-11-02,search,117
989,2023-06-19,profile_view,12
989,2023-04-02,video_pause,48
989,2023-06-22,video_pause,16
989,2023-11-17,search,91
989,2023-07-02,search,41
989,2024-04-23,video_start,6
989,2024-02-21,profile_view,30
989,2023-12-28,profile_view,93
989,2023-11-01,video_pause,120
989,2023-05-06,video_complete,60
989,2024-02-07,video_complete,54
989,2023-09-06,video_pause,119
989,2024-06-27,profile_view,80
989,2023-04-27,video_pause,24
989,2023-10-22,video_complete,94
989,2024-01-10,search,44
989,2023-03-14,profile_view,109
989,2023-05-11,search,71
989,2023-09-14,video_pause,94
989,2024-05-05,video_complete,118
989,2024-03-21,video_pause,108
989,2023-04-05,video_pause,68
989,2024-02-02,profile_view,71
989,2023-05-14,video_start,70
989,2024-03-15,video_pause,58
989,2024-06-29,video_start,61
989,2023-03-24,search,108
989,2024-06-05,video_pause,61
989,2024-05-10,search,117
990,2024-03-26,video_start,8
990,2024-02-18,video_start,5
990,2023-12-26,video_pause,100
990,2023-08-19,video_pause,3
990,2024-04-01,video_pause,118
991,2023-07-29,search,68
991,2023-06-13,video_start,42
991,2024-02-13,search,69
991,2023-04-11,video_start,93
991,2023-11-26,search,114
991,2023-05-30,search,78
991,2023-04-01,video_start,106
991,2023-12-23,ad_view,32
991,2023-08-12,search,42
991,2023-09-09,video_start,96
991,2023-11-11,ad_view,68
991,2023-05-21,ad_view,39
992,2024-04-18,ad_view,36
992,2024-06-02,video_pause,52
992,2024-05-30,video_pause,54
992,2024-04-13,ad_view,13
992,2024-07-16,video_start,92
992,2024-04-16,video_pause,25
992,2024-04-29,ad_view,11
992,2024-05-09,ad_view,116
992,2024-04-04,video_pause,60
992,2024-06-15,search,87
993,2023-04-06,video_complete,48
993,2024-07-04,profile_view,78
993,2024-03-01,video_start,118
993,2024-02-10,video_start,8
993,2023-03-28,video_complete,14
993,2023-05-04,video_complete,106
993,2024-05-23,profile_view,57
993,2023-03-15,profile_view,61
993,2024-04-21,profile_view,83
993,2023-06-23,profile_view,110
993,2023-09-09,video_start,74
993,2023-03-04,search,61
993,2023-05-29,video_pause,71
993,2023-11-06,video_start,105
993,2023-02-27,profile_view,83
993,2023-01-10,search,24
993,2023-12-10,video_start,75
993,2023-10-10,search,91
993,2024-02-02,search,1
993,2023-12-13,video_start,54
993,2024-06-17,profile_view,4
993,2023-07-10,video_pause,95
993,2024-01-18,video_complete,111
993,2024-06-05,profile_view,99
993,2024-04-15,video_complete,59
993,2023-10-01,video_start,57
993,2023-01-16,video_pause,114
993,2023-05-02,profile_view,4
993,2023-07-01,video_pause,106
993,2023-05-08,search,87
993,2023-04-21,search,58
993,2023-05-24,video_complete,64
993,2024-03-30,video_complete,5
993,2023-01-20,video_pause,116
994,2023-08-02,video_start,15
994,2023-06-28,video_pause,16
994,2024-07-07,search,37
994,2024-04-17,video_start,34
994,2024-07-08,video_pause,95
994,2023-12-06,video_start,22
994,2023-08-12,video_start,32
994,2024-04-19,video_pause,91
994,2023-10-19,search,16
994,2024-01-02,search,46
994,2023-03-09,video_complete,106
994,2024-05-13,video_start,42
994,2023-02-15,video_start,62
994,2023-10-04,profile_view,66
994,2023-08-29,profile_view,20
994,2024-04-05,profile_view,19
994,2023-03-12,video_start,19
994,2023-02-19,video_complete,92
994,2023-05-05,video_pause,104
995,2024-02-23,video_pause,7
995,2024-05-14,search,88
995,2024-05-02,ad_view,92
995,2024-05-23,ad_view,87
995,2024-04-22,video_start,94
996,2024-04-07,profile_view,101
996,2024-04-11,video_complete,48
996,2023-12-23,video_start,56
996,2024-07-23,profile_view,60
996,2024-02-19,search,44
996,2024-07-07,profile_view,58
996,2024-07-11,profile_view,34
996,2024-05-17,video_complete,110
996,2024-06-04,video_complete,16
996,2024-05-28,video_pause,14
996,2024-01-16,video_start,113
996,2024-05-29,profile_view,11
996,2024-07-12,search,66
996,2024-02-07,video_start,30
996,2024-03-12,search,10
996,2024-05-25,video_start,76
996,2024-06-12,video_complete,89
996,2024-07-03,search,55
996,2024-06-20,video_start,62
996,2024-04-01,video_pause,65
996,2024-04-26,video_start,68
996,2024-07-06,profile_view,114
996,2024-07-10,video_complete,103
996,2024-04-16,search,3
996,2024-04-04,video_start,84
996,2024-06-15,search,10
996,2024-01-21,video_pause,44
996,2024-06-12,video_start,115
996,2024-04-12,video_pause,70
996,2024-02-24,profile_view,26
996,2024-05-23,video_start,103
996,2024-06-07,search,69
996,2024-01-28,search,35
996,2024-01-02,profile_view,26
996,2024-02-26,video_pause,40
996,2024-02-10,video_pause,8
996,2024-02-03,profile_view,67
997,2024-07-22,ad_view,76
997,2024-06-28,video_start,8
997,2024-06-06,search,58
997,2024-02-24,search,41
997,2024-05-18,search,94
997,2024-07-20,video_pause,41
997,2024-06-01,video_start,108
997,2024-03-17,video_start,69
997,2024-05-15,video_pause,21
997,2024-02-12,video_start,60
997,2024-03-20,search,43
998,2023-07-05,search,1
998,2023-05-01,video_start,17
998,2024-07-13,search,104
998,2024-01-06,video_pause,68
998,2024-01-13,search,83
998,2023-05-16,video_pause,34
998,2023-12-25,search,53
998,2023-04-23,video_pause,40
998,2024-04-28,search,61
998,2024-01-31,search,6
999,2024-05-09,video_start,3
999,2024-07-11,search,17
999,2024-05-14,ad_view,26
999,2024-04-21,video_start,117
1000,2024-06-07,search,14
1000,2024-02-21,video_complete,99
1000,2023-12-03,video_pause,18
1000,2023-08-18,search,15
1000,2024-05-06,video_start,52
1000,2024-02-13,video_pause,53
1000,2023-12-20,search,46
1000,2023-12-17,video_pause,70
1000,2023-09-23,video_start,37
1000,2023-08-20,profile_view,11
1000,2024-04-12,video_start,28
1000,2024-07-13,search,35
1000,2024-03-11,search,25
1000,2023-12-21,video_pause,47
1000,2023-12-16,search,10
1000,2023-08-07,video_start,90
1000,2023-08-08,video_pause,78
1000,2024-02-24,search,56
1000,2024-04-09,video_pause,10
1000,2023-10-29,video_pause,61
1000,2024-07-15,video_complete,16
1000,2024-04-29,video_complete,119
1000,2023-06-20,profile_view,11
1000,2023-09-21,profile_view,49
1000,2024-02-11,video_complete,103
1001,2024-07-05,video_start,22
1001,2024-03-24,video_complete,74
1001,2024-02-28,search,63
1001,2024-07-17,video_complete,23
1001,2023-07-20,search,104
1001,2023-08-24,video_start,28
1001,2024-01-15,video_start,105
1001,2024-06-04,video_complete,25
1001,2024-02-05,search,67
1001,2024-05-09,video_pause,105
1001,2024-05-18,video_pause,78
1001,2023-09-22,search,72
1001,2023-10-25,search,61
1001,2024-03-14,video_pause,38
1001,2024-03-19,video_complete,22
1001,2023-12-07,video_pause,58
1001,2023-09-08,profile_view,117
1001,2023-12-28,video_pause,35
1001,2024-04-26,search,70
1001,2023-11-18,search,21
1001,2024-03-01,search,6
1001,2023-11-22,video_start,118
1001,2024-07-20,video_complete,116
1001,2024-04-15,video_start,62
1001,2024-03-23,video_start,63
1001,2023-08-27,search,75
1001,2024-05-09,video_pause,35
1001,2023-12-17,video_complete,83
1001,2024-04-24,video_complete,75
1001,2024-01-21,video_complete,107
1001,2023-10-08,video_pause,64
1001,2023-08-01,video_start,40
1001,2023-10-05,profile_view,88
1001,2024-06-12,video_pause,42
1001,2024-07-16,video_pause,61
1001,2023-09-09,video_complete,7
1001,2023-07-30,search,30
1001,2023-08-26,search,72
1001,2023-08-02,profile_view,6
1001,2024-01-22,profile_view,24
1001,2023-11-27,video_complete,32
1001,2024-05-23,profile_view,61
1002,2024-04-02,search,89
1002,2024-04-24,video_pause,26
1002,2023-10-26,profile_view,73
1002,2024-06-07,profile_view,29
1002,2024-06-12,video_start,71
1002,2024-04-23,video_pause,78
1002,2024-06-10,video_start,47
1002,2024-05-05,profile_view,39
1002,2023-10-20,profile_view,98
1002,2024-07-18,video_pause,66
1002,2023-11-23,video_pause,54
1002,2024-01-20,video_start,9
1002,2024-05-18,profile_view,1
1002,2023-12-18,video_pause,52
1002,2024-04-09,video_start,90
1002,2023-08-31,search,14
1002,2024-03-25,profile_view,28
1002,2024-05-24,video_pause,63
1002,2023-12-22,profile_view,10
1002,2023-09-06,search,32
1002,2024-05-03,video_start,120
1002,2024-04-02,video_complete,10
1002,2024-06-04,video_pause,5
1002,2024-06-04,video_complete,18
1002,2024-03-10,video_start,52
1002,2023-12-27,video_pause,6
1002,2024-02-13,video_pause,50
1002,2024-01-15,profile_view,65
1002,2024-02-05,profile_view,3
1002,2023-10-18,search,45
1002,2023-11-17,video_pause,8
1002,2023-08-26,video_start,59
1002,2024-02-25,video_pause,4
1002,2024-01-18,profile_view,86
1002,2023-12-21,video_pause,58
1002,2024-05-28,video_start,37
1002,2023-10-08,video_complete,61
1002,2024-04-26,video_start,10
1002,2024-02-22,video_complete,25
1002,2024-05-14,search,77
1002,2023-10-30,profile_view,31
1002,2024-06-17,video_complete,77
1002,2023-10-24,video_complete,106
1002,2023-12-23,profile_view,87
1002,2023-10-24,video_start,84
1003,2024-06-08,ad_view,115
1003,2023-03-10,video_start,101
1003,2024-06-13,ad_view,29
1003,2023-06-18,search,22
1003,2024-07-25,ad_view,28
1003,2023-07-13,video_pause,85
1003,2024-06-04,search,6
1003,2023-08-29,ad_view,49
1003,2024-05-22,video_pause,76
1003,2023-11-04,ad_view,116
1003,2023-06-21,ad_view,105
1003,2024-05-29,video_pause,110
1003,2023-06-13,video_pause,116
1003,2024-03-31,ad_view,120
1003,2024-05-27,video_pause,65
1003,2023-10-03,video_pause,29
1003,2023-12-01,video_pause,21
1003,2024-02-14,video_start,99
1004,2024-07-01,video_complete,24
1004,2024-02-14,video_complete,85
1004,2024-05-04,video_pause,49
1004,2024-02-05,search,84
1004,2024-04-10,profile_view,28
1004,2024-03-29,video_pause,86
1004,2024-01-29,search,29
1004,2024-01-17,profile_view,105
1004,2024-05-19,video_start,94
1004,2024-05-21,video_start,92
1004,2024-07-19,profile_view,91
1004,2024-02-16,video_pause,94
1004,2024-06-27,video_complete,36
1004,2024-02-08,video_complete,77
1004,2024-05-01,video_complete,46
1004,2024-06-13,search,48
1004,2024-02-21,video_complete,66
1004,2024-07-07,profile_view,30
1004,2024-02-18,video_start,98
1004,2024-06-17,video_complete,76
1004,2024-05-15,video_pause,80
1004,2024-05-30,video_start,105
1004,2024-01-17,profile_view,23
1004,2024-06-15,video_complete,53
1004,2024-05-03,search,69
1004,2024-04-14,video_start,36
1004,2024-04-09,video_pause,35
1004,2024-07-17,profile_view,40
1004,2024-03-23,video_pause,94
1004,2024-03-29,video_complete,101
1004,2024-06-12,search,118
1004,2024-03-07,search,19
1004,2024-04-29,profile_view,25
1004,2024-02-21,video_complete,27
1004,2024-03-15,profile_view,28
1004,2024-03-02,search,87
1004,2024-04-10,video_pause,89
1004,2024-05-04,video_complete,64
1004,2024-05-28,video_pause,12
1004,2024-03-10,profile_view,26
1004,2024-01-30,video_start,111
1004,2024-04-19,video_pause,28
1004,2024-02-09,video_complete,111
1004,2024-04-27,video_pause,45
1004,2024-04-17,profile_view,49
1004,2024-05-03,video_pause,108
1004,2024-05-03,video_start,46
1004,2024-05-12,video_start,106
1005,2023-11-05,ad_view,80
1005,2023-11-02,video_pause,117
1005,2024-01-14,video_pause,30
1005,2024-03-24,search,22
1005,2024-03-27,ad_view,3
1005,2023-11-20,video_pause,43
1005,2024-06-27,ad_view,15
1005,2023-10-17,video_pause,94
1005,2024-01-30,video_start,10
1005,2024-01-16,search,25
1005,2023-11-29,video_start,120
1005,2023-11-23,video_pause,5
1005,2023-10-31,search,30
1005,2024-06-21,video_pause,109
1005,2023-11-22,search,100
1005,2023-10-09,search,69
1006,2024-04-17,search,30
1006,2023-02-19,search,3
1006,2024-04-17,ad_view,70
1006,2024-04-11,video_pause,119
1006,2024-07-24,search,41
1006,2024-05-03,video_start,74
1006,2023-08-11,ad_view,74
1006,2023-05-12,video_start,3
1006,2023-06-30,ad_view,75
1006,2023-09-19,video_pause,41
1006,2023-03-05,video_pause,19
1006,2024-05-17,ad_view,25
1006,2023-06-30,search,78
1007,2024-07-15,search,25
1007,2023-06-27,video_start,90
1007,2023-05-13,video_pause,93
1007,2023-03-04,search,108
1007,2024-01-15,video_pause,26
1007,2023-08-13,video_pause,77
1007,2024-03-26,video_start,106
1007,2023-05-30,search,49
1007,2024-01-01,video_start,10
1007,2024-02-01,video_start,96
1008,2024-05-06,ad_view,119
1008,2024-05-21,ad_view,78
1008,2024-07-19,video_pause,25
1008,2024-06-17,search,100
1008,2024-05-16,search,72
1008,2024-04-18,search,75
1008,2024-04-01,video_start,68
1008,2024-03-31,video_start,37
1008,2024-05-27,video_start,26
1008,2024-04-22,video_pause,54
1008,2024-04-04,video_start,106
1008,2024-06-05,ad_view,110
1008,2024-06-22,video_pause,117
1009,2023-10-27,video_pause,89
1009,2024-01-30,search,32
1009,2023-11-15,video_start,47
1009,2024-01-02,video_pause,13
1009,2023-12-07,video_start,40
1009,2024-02-02,video_pause,65
1009,2023-11-29,video_pause,95
1009,2024-04-18,video_start,56
1009,2023-10-03,video_start,3
1009,2024-05-24,video_pause,96
1009,2024-06-28,video_pause,92
1009,2024-06-14,video_pause,9
1009,2023-11-19,video_start,6
1009,2023-11-04,ad_view,97
1009,2023-11-05,video_start,118
1009,2024-04-15,video_start,109
1009,2024-07-18,search,104
1009,2024-06-05,ad_view,73
1009,2024-05-19,video_start,37
1010,2023-02-13,search,87
1010,2024-04-22,search,109
1010,2024-03-21,video_pause,14
1010,2023-02-12,video_start,78
1010,2023-11-23,ad_view,26
1011,2024-07-24,ad_view,18
1011,2024-06-24,video_pause,50
1011,2024-07-06,video_pause,22
1012,2023-05-28,ad_view,114
1012,2024-07-02,search,100
1012,2024-04-07,video_pause,83
1012,2024-03-30,ad_view,2
1012,2023-12-20,search,104
1012,2023-07-05,video_pause,30
1012,2024-06-10,video_pause,100
1012,2023-12-08,ad_view,6
1012,2024-02-09,ad_view,117
1012,2023-09-23,ad_view,66
1012,2023-08-09,video_start,64
1012,2024-05-21,ad_view,96
1012,2024-02-09,video_pause,54
1012,2023-04-22,video_start,51
1012,2023-05-29,search,92
1012,2024-01-05,search,96
1013,2023-11-09,video_complete,95
1013,2023-05-12,search,26
1013,2023-12-21,video_complete,20
1013,2024-06-30,video_pause,62
1013,2023-11-03,profile_view,34
1013,2024-01-23,video_complete,52
1013,2023-08-11,profile_view,16
1013,2023-12-10,video_start,14
1013,2024-06-21,video_complete,101
1013,2024-01-14,profile_view,72
1013,2024-01-31,video_start,1
1013,2023-07-09,profile_view,42
1013,2024-06-21,search,72
1013,2024-01-18,video_complete,23
1013,2024-04-05,video_complete,120
1013,2023-08-23,video_pause,68
1013,2023-12-02,video_complete,28
1013,2023-09-14,video_complete,85
1013,2023-07-03,video_complete,106
1013,2023-09-23,video_complete,19
1013,2023-11-26,video_pause,10
1013,2023-05-05,video_start,34
1013,2024-03-17,video_pause,103
1013,2023-07-08,video_complete,115
1013,2023-04-29,video_pause,49
1013,2024-06-21,search,101
1013,2023-10-16,search,58
1013,2023-11-28,video_start,94
1013,2024-05-22,search,14
1013,2024-03-15,video_complete,46
1013,2023-06-29,search,34
1013,2023-08-26,video_pause,23
1013,2023-06-29,video_start,70
1013,2023-10-03,video_complete,79
1013,2024-01-26,profile_view,120
1013,2024-02-09,video_complete,90
1013,2024-02-11,video_start,32
1013,2024-04-21,video_start,56
1013,2024-03-01,search,34
1013,2023-11-12,search,67
1013,2023-05-02,video_complete,106
1013,2024-06-25,search,86
1013,2024-07-12,profile_view,61
1013,2023-09-23,profile_view,45
1013,2023-06-22,video_start,58
1013,2024-06-23,search,85
1013,2024-04-26,search,15
1013,2023-07-11,video_pause,63
1013,2024-06-10,search,118
1013,2024-03-20,profile_view,42
1014,2024-03-13,search,55
1014,2023-12-25,search,73
1014,2023-10-12,search,48
1014,2024-05-25,video_start,24
1014,2024-04-30,video_pause,61
1014,2024-03-12,ad_view,53
1014,2024-06-02,ad_view,92
1014,2024-04-27,video_pause,43
1014,2024-07-23,ad_view,103
1014,2023-12-31,search,49
1014,2023-11-25,ad_view,38
1014,2024-03-11,video_pause,6
1014,2023-08-17,video_start,25
1014,2024-03-31,search,66
1014,2023-11-27,ad_view,119
1014,2023-10-13,video_start,31
1014,2024-03-28,video_pause,87
1014,2023-12-06,video_pause,113
1014,2023-08-16,ad_view,54
1015,2024-04-22,video_pause,21
1015,2024-03-12,search,82
1015,2024-03-10,video_pause,104
1015,2024-06-24,video_complete,49
1015,2024-06-29,search,74
1015,2024-07-13,video_complete,114
1015,2024-03-06,video_start,19
1015,2024-03-07,video_complete,5
1015,2024-05-02,video_complete,26
1015,2024-03-07,search,60
1015,2024-07-17,video_start,93
1015,2024-03-02,video_start,17
1015,2024-03-17,video_pause,113
1015,2024-04-13,video_complete,32
1015,2024-07-01,profile_view,40
1015,2024-03-10,profile_view,79
1015,2024-05-20,video_pause,44
1015,2024-02-26,search,107
1015,2024-04-05,search,16
1015,2024-07-15,video_start,7
1015,2024-06-01,video_complete,10
1015,2024-07-25,profile_view,47
1015,2024-05-06,video_pause,96
1015,2024-07-12,video_start,56
1015,2024-06-02,search,115
1015,2024-05-31,video_pause,91
1015,2024-06-13,video_complete,82
1015,2024-03-03,search,42
1016,2024-07-21,ad_view,11
1016,2024-07-17,search,41
1016,2024-07-19,search,108
1017,2024-04-06,video_start,35
1017,2024-01-16,video_start,101
1017,2024-02-20,video_start,47
1017,2024-01-10,video_complete,72
1017,2024-03-29,search,103
1017,2024-06-14,profile_view,64
1017,2024-06-26,video_start,99
1017,2023-12-11,video_start,73
1017,2024-04-18,video_pause,35
1017,2024-07-25,video_pause,8
1017,2024-03-18,profile_view,27
1017,2024-06-28,video_pause,81
1017,2024-04-04,search,31
1017,2024-05-24,video_complete,66
1017,2024-07-12,video_start,24
1017,2024-01-23,video_pause,107
1017,2024-02-19,video_complete,84
1018,2023-11-08,video_start,51
1018,2023-06-20,video_start,27
1018,2023-12-10,search,8
1018,2023-06-07,video_start,81
1018,2023-12-13,video_start,58
1018,2023-08-06,search,31
1018,2024-07-05,search,54
1019,2023-04-25,video_pause,12
1019,2023-11-11,search,56
1019,2023-04-11,search,92
1019,2024-02-07,video_start,35
1019,2024-07-05,search,83
1019,2023-11-09,video_start,6
1019,2023-09-22,ad_view,76
1019,2024-04-25,video_pause,95
1019,2023-05-06,ad_view,74
1019,2023-07-08,ad_view,35
1019,2024-02-10,video_start,84
1019,2024-03-01,search,11
1019,2023-10-06,video_start,24
1019,2024-05-11,search,79
1019,2024-03-25,video_pause,54
1019,2024-03-03,video_pause,18
1019,2023-09-16,ad_view,118
1019,2023-09-20,search,114
1020,2023-11-13,ad_view,93
1020,2024-03-14,video_start,67
1020,2023-10-09,search,50
1020,2023-10-02,video_pause,54
1020,2024-01-17,ad_view,2
1020,2024-07-14,video_start,91
1020,2024-04-01,video_start,117
1020,2024-04-20,video_pause,16
1020,2024-01-23,video_pause,32
1020,2024-03-31,video_pause,38
1021,2024-01-27,profile_view,4
1021,2024-03-16,video_complete,25
1021,2024-01-30,search,33
1021,2024-03-21,video_pause,105
1021,2024-05-09,profile_view,13
1021,2024-05-25,video_pause,75
1021,2024-03-18,search,117
1021,2023-12-19,video_pause,113
1021,2024-01-19,profile_view,53
1021,2023-12-28,video_pause,120
1021,2023-12-25,video_pause,53
1021,2024-06-25,video_pause,84
1021,2023-11-09,search,89
1021,2024-03-08,profile_view,13
1021,2024-06-11,profile_view,89
1021,2023-11-14,search,3
1021,2023-12-20,video_complete,45
1021,2024-06-12,video_start,51
1021,2023-11-15,video_complete,90
1021,2024-01-23,video_complete,34
1021,2024-06-11,video_start,40
1021,2024-06-30,video_start,53
1021,2024-07-06,video_pause,78
1021,2024-05-18,video_pause,5
1021,2023-11-09,video_start,24
1022,2024-03-25,search,80
1022,2023-11-27,search,39
1022,2024-05-24,search,1
1022,2024-03-11,ad_view,89
1023,2024-04-17,video_start,11
1023,2024-04-16,ad_view,51
1023,2024-01-21,video_pause,40
1023,2024-04-24,search,18
1023,2024-03-29,search,75
1023,2024-04-01,video_start,19
1023,2024-04-08,video_start,55
1023,2024-07-24,video_pause,65
1023,2024-07-07,video_start,23
1023,2024-04-10,video_start,101
1023,2024-03-14,video_pause,118
1023,2024-02-11,ad_view,64
1023,2024-03-17,search,76
1023,2024-05-07,ad_view,114
1023,2024-02-04,video_pause,55
1023,2024-05-18,video_start,78
1023,2024-03-14,video_start,83
1023,2024-03-14,ad_view,94
1024,2023-08-25,ad_view,88
1024,2024-02-04,video_start,105
1024,2023-05-20,video_pause,120
1024,2024-06-05,search,105
1024,2023-07-08,video_start,58
1024,2023-06-20,ad_view,16
1024,2023-06-22,video_pause,14
1024,2023-07-30,video_start,45
1024,2024-01-21,ad_view,9
1024,2024-02-21,video_pause,51
1024,2024-03-18,video_pause,49
1024,2024-03-16,video_pause,12
1024,2024-05-29,video_pause,89
1025,2024-03-16,ad_view,55
1025,2023-06-05,search,66
1025,2023-06-26,video_pause,80
1025,2023-11-10,video_pause,14
1025,2024-03-18,video_pause,70
1025,2023-11-13,video_pause,18
1025,2023-08-15,video_pause,16
1025,2023-06-24,ad_view,120
1025,2023-08-24,video_pause,11
1025,2023-07-01,ad_view,112
1026,2024-05-04,search,81
1026,2024-07-06,video_start,33
1026,2024-06-09,video_pause,11
1026,2024-07-22,video_pause,3
1026,2024-04-07,video_start,41
1026,2024-02-29,ad_view,112
1026,2024-07-23,ad_view,32
1026,2024-07-13,video_pause,116
1026,2024-05-12,ad_view,45
1026,2024-06-14,video_start,119
1027,2024-06-17,profile_view,27
1027,2024-06-02,search,90
1027,2024-05-29,profile_view,35
1027,2024-03-08,video_start,1
1027,2024-05-08,video_pause,74
1027,2024-02-06,video_pause,68
1027,2024-05-11,search,107
1027,2024-03-28,video_complete,57
1027,2024-03-12,video_start,113
1027,2024-01-18,profile_view,22
1027,2024-01-30,video_start,69
1027,2024-06-08,search,8
1027,2024-05-03,profile_view,96
1028,2024-07-03,video_complete,19
1028,2024-07-10,video_complete,105
1028,2024-04-24,video_start,11
1028,2024-03-15,search,23
1028,2024-06-24,video_start,12
1028,2024-05-31,profile_view,102
1028,2024-02-23,search,31
1028,2024-03-29,profile_view,14
1028,2024-07-11,search,114
1028,2024-05-18,video_start,59
1028,2024-06-19,video_complete,10
1028,2024-06-22,profile_view,80
1028,2024-02-19,search,54
1028,2024-05-14,video_start,85
1028,2024-05-10,search,47
1028,2024-05-19,video_complete,36
1028,2024-02-20,video_start,103
1028,2024-03-24,search,88
1028,2024-06-20,video_start,53
1028,2024-03-03,search,18
1028,2024-06-11,search,41
1028,2024-04-14,profile_view,110
1028,2024-07-08,video_pause,34
1028,2024-04-08,video_start,90
1028,2024-07-24,search,13
1028,2024-03-04,profile_view,53
1028,2024-07-15,profile_view,15
1028,2024-04-26,video_complete,84
1028,2024-03-15,profile_view,48
1028,2024-07-11,video_complete,73
1028,2024-04-16,video_start,120
1028,2024-02-21,video_pause,87
1028,2024-04-25,profile_view,19
1028,2024-03-26,profile_view,35
1028,2024-05-30,profile_view,80
1028,2024-06-13,search,81
1028,2024-03-12,search,106
1028,2024-05-30,video_start,15
1028,2024-07-01,video_pause,60
1028,2024-02-24,video_start,12
1028,2024-02-20,profile_view,21
1028,2024-03-01,search,30
1028,2024-06-07,profile_view,118
1028,2024-06-05,search,42
1028,2024-05-16,search,115
1029,2024-07-03,ad_view,43
1029,2024-06-01,video_pause,73
1029,2024-02-09,video_pause,34
1029,2024-02-16,video_pause,70
1030,2023-11-27,video_start,60
1030,2024-01-02,search,87
1030,2024-05-22,video_complete,84
1030,2024-02-19,video_complete,103
1030,2024-02-23,video_complete,45
1030,2024-04-16,video_start,51
1030,2023-09-25,video_pause,79
1030,2024-06-09,video_complete,16
1030,2023-09-08,video_start,90
1030,2023-12-21,video_start,85
1030,2023-07-13,video_start,78
1030,2024-04-21,profile_view,14
1030,2023-09-17,profile_view,111
1030,2024-04-16,profile_view,24
1030,2024-06-26,video_pause,67
1030,2024-01-27,video_start,28
1030,2024-06-04,video_start,13
1030,2023-06-20,video_complete,113
1030,2023-12-04,profile_view,4
1030,2024-02-07,search,112
1030,2024-06-06,video_start,8
1030,2024-04-17,video_start,22
1030,2023-07-19,video_pause,92
1030,2023-12-11,profile_view,30
1030,2024-03-07,search,78
1030,2023-12-21,profile_view,117
1030,2023-12-29,video_complete,67
1030,2024-05-21,video_pause,42
1030,2023-10-25,video_pause,93
1030,2023-11-08,search,70
1030,2023-08-17,profile_view,54
1031,2023-09-09,video_pause,115
1031,2024-06-16,video_start,2
1031,2023-09-18,search,30
1031,2023-12-30,video_pause,60
1031,2024-07-16,ad_view,62
1031,2024-07-02,video_start,67
1031,2023-07-18,ad_view,9
1031,2024-06-02,video_start,94
1031,2024-07-20,search,64
1031,2024-03-15,video_pause,28
1031,2024-07-11,search,68
1031,2023-09-15,search,9
1031,2023-11-08,ad_view,51
